# q intensity propagated_error
2.867284537688194121e-02 3.001654823178370041e-02 5.619436611864513705e-04
2.878406375620899682e-02 3.050927594683046362e-02 5.637380178413566902e-04
2.889528213553605590e-02 3.126476509512583768e-02 5.714490008060815708e-04
2.900650051486311151e-02 3.095956924788031972e-02 5.675764326861062114e-04
2.911771889419016712e-02 3.007591063397187237e-02 5.575840932034155460e-04
2.922893727351722620e-02 3.103475382229790164e-02 5.671032208500367258e-04
2.934015565284428181e-02 3.107349842321016284e-02 5.660433645369557579e-04
2.945137403217133742e-02 3.038477869148053373e-02 5.568975469893553852e-04
2.956259241149839651e-02 3.133401933127125116e-02 5.652752430870207389e-04
2.967381079082545212e-02 3.073452227738791148e-02 5.589075057765291454e-04
2.978502917015250773e-02 3.011788858402853278e-02 5.508265347001687186e-04
2.989624754947956681e-02 2.982738069854903862e-02 5.449113905977023223e-04
3.000746592880662242e-02 3.008344310425377019e-02 5.496469246035288201e-04
3.011868430813367803e-02 3.026856838779048292e-02 5.515270413984424067e-04
3.022990268746073711e-02 2.999285763583195083e-02 5.461233765316870440e-04
3.034112106678779272e-02 2.916703330561597890e-02 5.380458435663268337e-04
3.045233944611484833e-02 2.974725784706363715e-02 5.435990819091230091e-04
3.056355782544190741e-02 2.918629044048620669e-02 5.352596274701476239e-04
3.067477620476896302e-02 2.997915179006649736e-02 5.437839820648024663e-04
3.078599458409601863e-02 2.981020484280390292e-02 5.422748612606385779e-04
3.089721296342307771e-02 2.956004358744244304e-02 5.377532802878746965e-04
3.100843134275013332e-02 2.959075596698442293e-02 5.373387871228863443e-04
3.111964972207718894e-02 2.993937633723336988e-02 5.494592016929742513e-04
3.123086810140424802e-02 2.841759861457910513e-02 5.406108418220358699e-04
3.134208648073130710e-02 2.978866525389502889e-02 5.593564417187298467e-04
3.145330486005835924e-02 2.943514705888744185e-02 5.578919555652588937e-04
3.156452323938541138e-02 2.900820454617145799e-02 5.523312209824303605e-04
3.167574161871247740e-02 2.955801972229813931e-02 5.597535571959094940e-04
3.178695999803952954e-02 3.152771748409470554e-02 5.831364037758300948e-04
3.189817837736658168e-02 2.992678759838384231e-02 5.645147351204532352e-04
3.200939675669364770e-02 2.955646192624015664e-02 5.617310219354285095e-04
3.212061513602069984e-02 2.884641903184122572e-02 5.553961098591367546e-04
3.223183351534775198e-02 2.851032664793202651e-02 5.522936352949791997e-04
3.234305189467481800e-02 2.948756735342974999e-02 5.633824456403573738e-04
3.245427027400187014e-02 2.804125576479842702e-02 5.471632716212372540e-04
3.256548865332892229e-02 2.922628336125533688e-02 5.614446419702002252e-04
3.267670703265598831e-02 2.887930562954266547e-02 5.575774358677606851e-04
3.278792541198304045e-02 2.905686305559998170e-02 5.595331661718350516e-04
3.289914379131009259e-02 2.958859406094914435e-02 5.611347394702370216e-04
3.301036217063715861e-02 3.031656289755680148e-02 5.558524360730488900e-04
3.312158054996421075e-02 2.940678597976294217e-02 5.399583903116872636e-04
3.323279892929126289e-02 2.927993719242083515e-02 5.357994930445558095e-04
3.334401730861832891e-02 2.931131164724294288e-02 5.342503973365820419e-04
3.345523568794538105e-02 2.865795920541980984e-02 5.251754958474277998e-04
3.356645406727243319e-02 2.838804019400379547e-02 5.204489437771327946e-04
